artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,cluster_label
Los Cadetes De Linares,5dpezw4rvBCNpB74iXe6Xt,Jesus Malverde,0.311,0.677,162652,0.645,0.0,8,0.0384,-5.645,1,0.0312,96.167,1,0.87,12,3
Los Cadetes De Linares,2tQyXhWu0wFKPL6ST1RgZk,Regalo Caro,0.467,0.387,207139,0.679,0.0,8,0.0388,-2.71,1,0.0342,176.872,5,0.629,10,4
Los Cadetes De Linares,1JssQtclLESeXMyRMibqFE,El Pata De Palo,0.236,0.537,208445,0.496,0.0,8,0.0497,-6.07,1,0.0402,171.947,3,0.7440000000000001,9,4
Los Cadetes De Linares,6pPRGgZd3CT5GIblWXlIb4,El Caballo Jovero,0.1689999999999999,0.682,192693,0.434,1.21e-05,1,0.0219,-6.529,1,0.0478,171.418,3,0.763,12,4
Los Cadetes De Linares,5pA0gNxEvkmB0fCcI7e2A6,Laurita Garza,0.27,0.6990000000000001,216778,0.677,1.4499999999999998e-05,9,0.0362,-4.871,1,0.0327,96.402,4,0.706,11,4
Los Cadetes De Linares,2BYAND6HbP6pOjq3Xis9Tu,El Carretonero,0.057,0.481,231746,0.5820000000000001,0.0,8,0.326,-6.672000000000001,1,0.0559999999999999,185.371,3,0.706,12,4
Los Cadetes De Linares,4w1o0gpUTewNX2Yi3ZMlc2,El Pavido Navido,0.768,0.705,164481,0.84,0.0,7,0.0806,-2.97,1,0.0875,93.634,4,0.961,6,4
drkmnd,0agfEiBvJY0ScSUawsHG0m,Moment of Peace,0.94,0.477,120656,0.22,0.00418,4,0.0696,-23.959,1,0.313,79.985,4,0.452,20,6
U2,4Y81ZOCTU82AfLsIhhaDmW,Love Is Bigger Than Anything In Its Way - Beck Remix,0.000596,0.436,203205,0.79,1.6e-06,4,0.3979999999999999,-5.305,1,0.0354,100.999,4,0.276,40,0
Money Man,5CenxaCzAFCIOAEzezTJ6K,Exotic,0.0207,0.929,128640,0.367,0.0,4,0.125,-11.824000000000002,0,0.191,139.935,4,0.3229999999999999,19,5
Los Cadetes De Linares,5cUylBkL2w3kMVyfO2iMnd,Juguete Caro,0.12,0.42,195854,0.607,0.0,0,0.264,-5.1080000000000005,1,0.0421,164.668,4,0.662,7,4
Los Cadetes De Linares,4ruMC9Hjf5DdAxhmKjkzuG,Y Que Paso,0.2789999999999999,0.7340000000000001,150244,0.79,0.0,7,0.0596,-3.12,1,0.0391,108.021,4,0.892,5,4
Los Cadetes De Linares,50E6LsS2GVy2lc53Q08zDM,Un Viejo Amor,0.609,0.68,164795,0.598,0.0,8,0.0582,-3.379,1,0.0274,106.988,4,0.8009999999999999,9,4
Los Cadetes De Linares,21UQTl4JqpFNCWp6LdfIwo,Prueba De Amor,0.6940000000000001,0.504,132403,0.58,0.0,3,0.103,-2.757,1,0.0515,183.073,4,0.835,5,4
Los Cadetes De Linares,1crESY6x2UPMJxpcqN8iXw,Añorando Tus Besos,0.382,0.6779999999999999,188723,0.546,0.0,8,0.074,-6.045,1,0.0297,96.419,4,0.795,7,4
Los Cadetes De Linares,0jc34ueuEmstAQOvQdRRgU,Si Queres Tu Volver,0.7559999999999999,0.78,153144,0.541,7.01e-05,3,0.0826,-6.064,1,0.035,96.756,4,0.873,5,4
Los Cadetes De Linares,14bRWj7rYjwCiwCaaMttZh,El Cerro De La Silla,0.1639999999999999,0.6920000000000001,134310,0.6809999999999999,0.634,3,0.124,-7.082000000000001,1,0.0675,175.878,4,0.963,10,4
Los Cadetes De Linares,0pxJicuKwBskOMDqQoJOT8,Recordando a los Valientes,0.513,0.555,170959,0.528,6.59e-05,5,0.0964,-6.216,1,0.0617,179.53400000000002,3,0.797,4,4
Los Cadetes De Linares,78uTytFmhqk4tZEvDde2uw,80 Cargas Suicidas,0.648,0.67,200295,0.909,0.000308,8,0.0504,-7.162999999999999,1,0.0797,121.776,4,0.899,10,4
Los Cadetes De Linares,1DMLlArzCYTsttAmNKhiUX,Otra Tumba Mas,0.386,0.6609999999999999,210639,0.919,4.66e-06,3,0.38,-2.619,1,0.0722,113.223,4,0.926,7,4
Los Cadetes De Linares,7CElcbvAeXmHJwSUDgKDoN,Cuatro De A Caballo,0.109,0.764,185353,0.536,0.0,5,0.0274,-6.964,1,0.039,93.69,3,0.925,10,4
Los Cadetes De Linares,7bVQjzif7XXBMYB1be8AGJ,El Mas Buscado,0.748,0.517,227697,0.649,0.0,7,0.209,-4.01,1,0.0342,176.709,3,0.816,8,4
Los Cadetes De Linares,0IkUMU7okAFuN0ExSRUq9V,Caballo de Pancho Villa,0.623,0.7929999999999999,181696,0.862,0.0061,8,0.0417,-5.5120000000000005,1,0.0696,117.082,3,0.933,10,4
Los Cadetes De Linares,6l2s8WYPa3MAfSWvsWClKK,El Machete y el Duende,0.626,0.437,194705,0.672,0.0,10,0.184,-7.042000000000001,1,0.0728,198.241,3,0.8240000000000001,10,4
Los Cadetes De Linares,5YSU1hiJnRVCT7f8ndyLT5,El Hijo Del Palenque,0.276,0.774,199825,0.943,0.000149,10,0.174,-4.433,1,0.0425,123.828,4,0.94,8,4
Los Cadetes De Linares,7jnw8Rm7yzDorbVBOpDx55,La Venganza Del Viejito,0.395,0.53,170959,0.544,4.99e-06,10,0.0332,-5.291,1,0.0401,177.615,3,0.908,12,4
Los Cadetes De Linares,0GL9zvG6O1fnChk0OUPrVs,Los Dos Amigos,0.625,0.629,180024,0.3829999999999999,3.21e-05,8,0.0609,-7.994,1,0.0377,173.641,3,0.8059999999999999,6,4
Los Cadetes De Linares,4cxs5AswEQFck84HHfSbqn,Pistoleros Famosos,0.306,0.501,173049,0.491,0.0,10,0.0613,-6.504,1,0.0409,184.998,3,0.789,10,4
Los Cadetes De Linares,5ZuJ2d39PBQvAV3malMMS4,La Venganza de Maria,0.492,0.665,201052,0.728,0.0,9,0.0799,-2.904,1,0.0301,96.364,1,0.74,10,3
Los Cadetes De Linares,66XYY4K4wypfwE9GQgYgtL,Cruz De Madera,0.7170000000000001,0.584,182558,0.682,1.95e-06,8,0.0708,-2.293,1,0.0355,179.855,3,0.856,6,4
The Coup,56vZbcjXNE4JmB2HyzjRDo,OYAHYTT (feat. LaKeith Stanfield),0.000463,0.746,253120,0.614,0.00619,7,0.155,-5.502999999999999,0,0.0406,121.98,4,0.0391,40,1
Los Cadetes De Linares,7p3X6fZhd2Hzg2DqAY3BG3,Amor Ausente,0.835,0.65,121327,0.6679999999999999,3.86e-06,3,0.0664,-5.422999999999999,1,0.0322,109.066,4,0.962,5,4
Los Cadetes De Linares,7oNlBrdD2XyHhQRKxyzdYP,Muchachita,0.255,0.696,156879,0.647,5.25e-05,3,0.153,-6.752000000000001,1,0.0304,96.955,4,0.675,4,4
Los Cadetes De Linares,0zSYfiXYJ0KvywG1iJTju4,Mi Corazaon Esta Llorando,0.815,0.649,121327,0.667,6.97e-06,3,0.0675,-5.395,1,0.0315,109.113,4,0.963,4,4
Los Cadetes De Linares,1PXTpE77GzR8py88NvhvsM,Amigo Mi Amigo,0.569,0.6970000000000001,165657,0.604,0.0,0,0.0322,-3.326,1,0.0266,97.603,4,0.747,4,4
Los Cadetes De Linares,7MS8LpEh6f4QgqdXy5juBz,Paso Del Norte,0.191,0.785,148703,0.7040000000000001,0.00228,8,0.0839,-6.909,1,0.0519,119.676,4,0.6409999999999999,6,4
Los Cadetes De Linares,2k4IZyrdbx4p2zDwMZl1eI,Tu Nombre,0.687,0.763,152830,0.473,0.0,0,0.0957,-6.582000000000001,1,0.0337,103.622,4,0.6829999999999999,3,4
Los Cadetes De Linares,1sUHiGW0r4zKUgd78gZU1q,Desprecio,0.166,0.807,160249,0.562,1.1e-05,3,0.0859,-5.772,1,0.0409,102.754,4,0.8270000000000001,4,4
Los Cadetes De Linares,2y2iU8nqJGWpLfBeHbFInM,Llego El Amor,0.221,0.784,128484,0.853,1.64e-05,0,0.0678,-4.089,1,0.037,116.885,4,0.963,1,4
Los Cadetes De Linares,5ncjbqAo3G5xLmMSQHG2QN,Es Inutil,0.565,0.8170000000000001,156906,0.8420000000000001,5.3500000000000006e-05,8,0.0869,-6.099,1,0.0465,112.483,4,0.948,3,4
Los Cadetes De Linares,7N20R7C3LQgO5WalKIVVPY,La Mosca,0.1939999999999999,0.73,191962,0.8390000000000001,0.0,10,0.0419,-4.493,1,0.0435,97.442,4,0.964,2,4
Los Cadetes De Linares,53PJnuB5umfNR9xvtwvqbi,Esterrare Tu Recuerdo,0.574,0.65,152073,0.723,3.2e-06,10,0.091,-6.006,1,0.0309,100.515,4,0.916,3,4
Los Cadetes De Linares,6pgwbGac9TXjLvwHHziUXX,Mandato Divino,0.423,0.475,181905,0.483,0.0,5,0.159,-8.156,1,0.0465,199.961,4,0.711,5,4
Los Cadetes De Linares,2gviDfRjqvZhq5iqjlz4Yv,La Entalladita,0.74,0.475,196899,0.522,0.0,7,0.113,-3.806,1,0.0663,183.438,3,0.7829999999999999,5,4
Los Cadetes De Linares,08aBXMmrpGtVVzccosJyBv,Madrecita Querida,0.3989999999999999,0.7509999999999999,174329,0.508,0.0,8,0.0578,-4.9830000000000005,1,0.0282,93.052,4,0.693,3,4
Los Cadetes De Linares,5vN0hfyas2r5Od3NR7JQ8f,Te Voy A Cantar,0.154,0.774,149408,0.615,0.0,3,0.0622,-5.473,1,0.0314,126.468,4,0.89,2,4
Los Cadetes De Linares,0g6BLD6IaK1SJcAT9PzaI5,Carta Empolvada,0.428,0.63,165395,0.57,0.0,5,0.0672,-5.452999999999999,1,0.0271,96.999,4,0.732,2,4
Los Cadetes De Linares,0b2iLXto0DGtIp5ER1llrL,Al Ver,0.469,0.5770000000000001,187155,0.741,0.0,5,0.0695,-2.888,1,0.0509,94.246,4,0.835,4,4
Los Cadetes De Linares,3v0psjlQNqJ1pP5D6HxT90,La De Enfrente,0.341,0.762,139848,0.899,0.000162,5,0.0956,-2.332,1,0.0463,115.317,4,0.919,1,4
Los Cadetes De Linares,5TJINXTOXkZU0upZsNv6Y6,Hace Un Año,0.313,0.5820000000000001,196220,0.481,1.32e-06,8,0.0516,-5.999,1,0.0382,187.026,3,0.606,4,4
Los Cadetes De Linares,7o5dySfpZhXD2NzIaOoAQ3,Paloma Vuelve A Tu Nido,0.0783,0.805,145464,0.738,8.9e-05,7,0.0227,-7.7,1,0.0758,113.344,4,0.6459999999999999,4,4
Los Cadetes De Linares,5wjpualQO6YOTqm61UbZpQ,Sigo Esperando Tu Regreso,0.6970000000000001,0.679,176132,0.653,0.0,7,0.0694,-4.578,1,0.0288,98.401,4,0.6729999999999999,1,4
Los Cadetes De Linares,31tNcmL8dencNsBjPTAtz0,Rezando Por Ella,0.6709999999999999,0.596,166963,0.685,0.0,0,0.0624,-3.861,1,0.0301,93.462,4,0.7979999999999999,2,4
Los Cadetes De Linares,0fhSoBToGMQaZbOMSoDhZp,"Me Voy, Me Voy",0.487,0.705,134362,0.845,0.0,10,0.0474,-4.013,1,0.0381,110.407,4,0.6940000000000001,2,4
Los Cadetes De Linares,14S27ujLLn9a9FUWeJH5K6,Total Ya Se Fue,0.603,0.504,196977,0.564,5.55e-06,10,0.0718,-4.845,1,0.0477,178.00799999999998,3,0.914,4,4
Los Cadetes De Linares,1AhWW8eSowhSA1vxVYloiR,Conozco A Los Dos,0.698,0.718,149905,0.547,1.02e-05,8,0.0367,-3.385,1,0.0314,107.87,4,0.8859999999999999,3,4
Los Cadetes De Linares,4GBEE2qRENz8X3FCPhGhGD,Duda,0.617,0.6759999999999999,124618,0.59,0.0,2,0.0448,-2.7230000000000003,1,0.0408,96.4,4,0.868,2,4
Los Cadetes De Linares,1QGzZEpR52eXdIaWcqrexw,Cruz Negra,0.568,0.415,186972,0.6609999999999999,0.0,5,0.0883,-3.079,1,0.0396,180.969,3,0.7859999999999999,2,4
Los Cadetes De Linares,250aJEEKJDnNgsbIw38Ph1,Asi Es Amor,0.332,0.677,142042,0.8340000000000001,0.0,7,0.0851,-3.999,1,0.037,122.937,4,0.757,2,4
Los Cadetes De Linares,4UFyFaQsennRNkt7E14A9L,No Me Olvidaras,0.408,0.6729999999999999,178666,0.65,0.0,10,0.1119999999999999,-6.983,1,0.0345,93.622,4,0.8220000000000001,1,4
Los Cadetes De Linares,4uq9l7cTiDZwYjEx6G2KKI,Y Mas Te Estoy Queriendo,0.53,0.723,187547,0.787,0.0002029999999999,3,0.0656,-6.216,1,0.0503,124.474,4,0.743,2,4
Los Cadetes De Linares,2dZnMKabEYLD3pfuoVeZFR,Me Voy Nomas No Llores,0.203,0.8,145699,0.627,3.72e-05,8,0.299,-6.236000000000001,1,0.0457,122.585,4,0.872,2,4
Los Cadetes De Linares,1tAylmQsgEqudI5LED9Y1k,No Me Culpes,0.3229999999999999,0.847,154267,0.608,0.000553,8,0.0458,-5.25,1,0.0502,119.882,4,0.866,2,4
Los Cadetes De Linares,6pwMJicjIeONq5Aiw4aMCq,Tanto Se Habla,0.59,0.7140000000000001,168426,0.662,1.91e-05,0,0.0861,-5.617999999999999,0,0.036,99.574,4,0.7170000000000001,1,4
Los Cadetes De Linares,7Ld9lv3JM2s02im7Cq5QaR,No Debemos Llorar,0.496,0.795,177490,0.594,1.27e-06,3,0.0848,-3.923,1,0.0486,91.73,4,0.861,1,4
Los Cadetes De Linares,5HBhH0b4PeqUX7OXKdefqo,Calentaste El Petate,0.362,0.784,148520,0.7879999999999999,2.59e-05,2,0.185,-6.41,0,0.0437,124.287,4,0.72,1,4
Los Cadetes De Linares,2t6gYoBZm9BjZoDCp73SyF,Mi Primer Amor,0.297,0.8440000000000001,158029,0.902,0.0,8,0.129,-2.125,1,0.0545,114.845,4,0.823,2,4
Los Cadetes De Linares,1WZ9fwYqynUK3OA2hT495I,Prenda Querida (En Vivo),0.292,0.7070000000000001,180468,0.785,0.000169,8,0.2769999999999999,-7.662999999999999,1,0.093,118.207,4,0.7859999999999999,8,4
Los Cadetes De Linares,1wsMKqIQ0SQCVSZxA6r3XV,El Palomito (En Vivo),0.693,0.831,181382,0.503,1.27e-05,8,0.152,-6.199,1,0.0513,119.919,4,0.974,6,4
Los Cadetes De Linares,6OJrFltuAGkpI1tf9DBbtk,Tu Vida Ni Me Importa (En Vivo),0.4579999999999999,0.87,143635,0.8909999999999999,0.00128,8,0.0589,-5.289,1,0.0499,113.139,4,0.966,6,4
Los Cadetes De Linares,6XQ0EKMXVWQ4369OETXD3S,Necio Necio Morire,0.78,0.802,134754,0.655,0.0,10,0.0619,-6.394,1,0.0548,114.076,4,0.885,4,4
Los Cadetes De Linares,4nhRomRCD5MVVx5chC8pgx,El Chubasco (En Vivo),0.6890000000000001,0.649,206094,0.949,0.000172,10,0.5529999999999999,-2.962,1,0.061,122.32,4,0.877,7,4
Los Cadetes De Linares,1LmanZBETvACDVP9HvuWVa,Jesus Malverde (En Vivo),0.311,0.677,162652,0.645,0.0,8,0.0384,-5.645,1,0.0312,96.167,1,0.87,7,3
Los Cadetes De Linares,1USsODgqNWsmoKzF1DNqHZ,No Hay Novedad (En Vivo),0.6,0.583,193085,0.542,0.0,8,0.415,-7.942,1,0.0494,91.34,4,0.67,8,4
Los Cadetes De Linares,6wFjAfiSfFwD3OPxfQwgXo,Estoy Pagando (En Vivo),0.467,0.6709999999999999,174042,0.551,1.61e-06,8,0.314,-7.532,1,0.0309,97.812,4,0.639,6,4
Los Cadetes De Linares,5fZsxfaRPyPoLPhYUcSddD,Enseñame A Perder,0.518,0.75,139456,0.701,0.0,8,0.0869,-6.622999999999999,1,0.0461,125.587,4,0.8959999999999999,4,4
Los Cadetes De Linares,4Rc154Jqpti36FlOfo9uJ3,El Rogon (En Vivo),0.648,0.507,187782,0.474,0.0,8,0.315,-6.956,1,0.0506,94.353,4,0.615,6,6
Los Cadetes De Linares,6v16r2j2BaFlE0uHx3L5Ae,Llevale Esta Carta A Esther (En Vivo),0.44,0.6579999999999999,202228,0.941,7.66e-06,5,0.946,-3.633,1,0.104,125.624,3,0.8,6,0
Los Cadetes De Linares,5wgOwrgUt8xjongnK3Zug2,Lourdes Y Benitez (En Vivo),0.561,0.679,154946,0.804,1.21e-05,4,0.617,-3.3480000000000003,1,0.0389,96.004,3,0.885,5,4
Los Cadetes De Linares,1mPBTGKzOQ4a8gTxCEpJea,No Vuelvo A Amar (En Vivo),0.335,0.777,194444,0.526,0.0007559999999999,3,0.109,-8.15,1,0.0784,111.351,4,0.638,5,4
Los Cadetes De Linares,3RMzJBVxTAe0T2ukCdP0il,Si Te Dicen,0.144,0.743,172997,0.809,2.7399999999999995e-05,10,0.309,-6.198,1,0.0375,123.482,3,0.909,2,4
Los Cadetes De Linares,6XSK3d23v8c3JzglpQtSwQ,"(Popurri) No Hay Novedad, Me Voy Me Voy (En Vivo)",0.54,0.335,281797,0.885,0.0,8,0.969,-3.047,1,0.272,179.771,4,0.653,6,0
Los Cadetes De Linares,4wVT0FyNscsYd06RJeLK8D,El Hijo Del Palenque (En Vivo),0.649,0.721,219991,0.944,0.0004849999999999,10,0.921,-3.692,1,0.0473,124.055,4,0.96,6,0
Los Cadetes De Linares,0UhNdoHapf2AOjbcDLNzNb,La Venganza Del Viejito (En Vivo),0.593,0.422,203377,0.838,0.0,10,0.66,-2.801,1,0.133,178.665,3,0.8490000000000001,7,0
Los Cadetes De Linares,7KQsh9cyccE9LIJbloc5nY,Una Pagina Mas (En Vivo),0.235,0.61,199146,0.497,0.0,8,0.122,-7.292999999999999,1,0.0315,90.443,4,0.56,7,4
Los Cadetes De Linares,2t4SPfJck4rdCB8A53JImq,Las Tres Tumbas (En Vivo),0.332,0.429,183942,0.627,0.0,10,0.384,-8.059,1,0.321,170.97400000000002,3,0.5820000000000001,7,5
Los Cadetes De Linares,7pDvxzEJsi1lYLqt3iANCJ,El Cerillazo,0.154,0.737,223753,0.696,8.93e-06,8,0.181,-7.584,1,0.115,119.211,4,0.848,3,4
Los Cadetes De Linares,4lALDertm15iFL6X9gQXv0,Renuncio a Ti,0.42,0.7759999999999999,172919,0.58,0.0,8,0.0798,-5.456,1,0.0587,99.974,4,0.6990000000000001,3,4
Los Cadetes De Linares,3loO6mdc9wtLuD8ospSxBG,Dos Vicios (En Vivo),0.3989999999999999,0.584,160928,0.557,0.0,10,0.523,-6.495,1,0.0455,94.19,1,0.757,5,3
Los Cadetes De Linares,67PI8NoC50T06Fhix0S9hI,En Tu Boda,0.4429999999999999,0.711,188305,0.581,8.75e-05,10,0.0921,-6.459,1,0.042,98.097,4,0.695,4,4
Los Cadetes De Linares,4sT1naxmnzGoHf7ptyy1Hu,Me Volvi Cobarde,0.349,0.745,170489,0.685,2.83e-06,10,0.0796,-5.391,0,0.0566,121.495,4,0.691,3,1
Los Cadetes De Linares,7ykUE8xqwJjybpFo5kyxnL,Ven a Buscarme,0.102,0.8340000000000001,140866,0.7829999999999999,0.0,3,0.212,-6.98,1,0.087,118.199,4,0.875,4,4
Los Cadetes De Linares,7u2vPLSgLDhVyMB6pzucY0,El Aventon (En Vivo),0.171,0.545,148207,0.91,0.174,5,0.0582,-6.976,0,0.119,127.02,4,0.823,6,1
Los Cadetes De Linares,60CEQkDY9oqELjPiyVOHBe,Adios Adios,0.11,0.7909999999999999,139821,0.6459999999999999,0.0,8,0.196,-6.523,1,0.0349,118.148,4,0.8079999999999999,2,4
Los Cadetes De Linares,5mUjHimO6tGYNNmK4c6GTj,Sin Fortuna,0.619,0.461,177856,0.599,0.0,9,0.047,-3.079,1,0.0381,184.238,3,0.88,4,4
Los Cadetes De Linares,6MlIqa4zPuksCsIAUxP6Mc,Otra Tumba Mas (En Vivo),0.386,0.6609999999999999,210639,0.919,4.66e-06,3,0.38,-2.619,1,0.0722,113.223,4,0.926,4,4
Los Cadetes De Linares,4cerZL0JOWwi975SUfiiJu,Aquel Amor (En Vivo),0.492,0.612,211867,0.97,1.35e-06,5,0.923,-2.235,1,0.1,110.585,4,0.889,4,0
Los Cadetes De Linares,6CzpiTjDIehXdbtTgpVzN6,Vida Marcada,0.103,0.8440000000000001,186816,0.585,0.000147,8,0.0555,-6.707999999999999,1,0.0678,111.015,4,0.619,2,4
Los Cadetes De Linares,6YYkNLzSccieLyIbWfC6IA,Dimas De Leon (En Vivo),0.501,0.352,169418,0.841,0.0,8,0.42,-1.164,1,0.0479,199.225,3,0.934,4,0
Los Cadetes De Linares,3L6MKDR8WI78fLbHBX4h4p,El Carretero,0.057,0.481,231746,0.5820000000000001,0.0,8,0.326,-6.672000000000001,1,0.0559999999999999,185.371,3,0.706,4,4
Los Cadetes De Linares,1Dp5t6nR4zgDgAgH0PjV4E,Flor De Capomo (En Vivo),0.473,0.69,204475,0.901,1.42e-06,5,0.556,-3.091,1,0.0555,106.624,4,0.945,6,4
Los Cadetes De Linares,4KkG3zBuUPxYlUMC3Urjkw,Regalo Caro (En Vivo),0.5539999999999999,0.3,258287,0.883,0.0,8,0.868,-2.575,1,0.065,176.18599999999998,3,0.802,5,0
JETFIRE,72rp0JjsVTyK7JMzh869AJ,Out of Time,0.0329,0.511,238223,0.867,0.0,7,0.358,-3.2,1,0.0391,117.89,4,0.208,44,0
The Vamps,1rNi2KfaucYZHkDoAkUtZP,What Your Father Says,0.00569,0.56,204573,0.708,0.0,8,0.121,-5.097,1,0.063,101.982,4,0.7140000000000001,39,4
Los Cadetes De Linares,3moZ7uvYHSlDkutJR5umc2,Dos Luces,0.52,0.614,218737,0.462,0.0,8,0.086,-7.228,1,0.0325,102.119,4,0.626,2,6
Los Cadetes De Linares,4KriHr1yJO9DsgoHowBIN5,Dos Coronas a Mi Madre,0.307,0.7709999999999999,146901,0.787,0.0,10,0.182,-4.924,1,0.0407,101.659,4,0.89,1,4
Los Cadetes De Linares,742fXcWzS3FMwkRbslpQkU,Vas a Llorar,0.261,0.862,162287,0.639,0.00197,1,0.0508,-5.246,1,0.0962,111.115,4,0.67,1,4
Los Cadetes De Linares,4nCJ3gZCF2YZLGiyehEPSj,No Dejare De Amar,0.322,0.7909999999999999,145098,0.535,1.14e-06,9,0.0649,-6.384,1,0.0307,106.736,4,0.763,1,4
Los Cadetes De Linares,1OH0I9QDSt1Jnzva5sSkXV,Tu Ingrato Corazon,0.0792,0.875,201392,0.5710000000000001,2.19e-05,3,0.183,-8.151,1,0.067,115.951,4,0.76,1,4
Los Cadetes De Linares,6BGa7fOeMvd5bSjujUkeAH,Eres,0.491,0.73,228481,0.629,0.0,10,0.0933,-6.943,1,0.0349,100.503,4,0.851,3,4
Los Cadetes De Linares,2EiTNPumdiD4tlm0nYNcDt,Mas Enamorado,0.732,0.807,177908,0.6829999999999999,0.00224,10,0.0995,-5.843,1,0.0469,115.296,4,0.913,0,4
Los Cadetes De Linares,4q4vfcemc6qhBOReZfVPV2,Triste Corazon,0.5820000000000001,0.544,174747,0.5710000000000001,8.85e-06,8,0.0547,-6.069,1,0.0529,183.327,3,0.6759999999999999,3,4
Los Cadetes De Linares,3F6SF6EQc3XfIeE8Geqowh,Por Una Rencilla Vieja,0.147,0.514,177777,0.451,0.0,8,0.0301,-6.848,1,0.0492,197.465,3,0.7809999999999999,0,4
Los Cadetes De Linares,2UOBrDEXjvdpi6XbHfECxH,Una Lagrima Un Recuerdo,0.34,0.748,167981,0.7020000000000001,4.78e-06,8,0.053,-5.832000000000001,1,0.0289,97.526,4,0.8390000000000001,3,4
Los Cadetes De Linares,3oB9WsRShq45z45yVqFPU0,Calentaste el Petate,0.362,0.784,148520,0.7879999999999999,2.59e-05,2,0.185,-6.41,0,0.0437,124.287,4,0.72,0,4
Los Cadetes De Linares,1XBK9xEpOSUwJh3Qhj1HWT,Ni Tu Ni Yo,0.657,0.778,171403,0.687,0.0,3,0.0276,-7.392,1,0.0368,120.614,4,0.765,2,4
Los Cadetes De Linares,18D8BvwGMw0rkSvgyyFspW,Si Tu Supieras,0.0875,0.773,128615,0.4639999999999999,0.0,0,0.19,-5.797000000000001,1,0.0394,97.165,4,0.7829999999999999,2,4
Los Cadetes De Linares,7xefMOCvwvLPjtdeFMLzvg,El Desquite,0.55,0.608,175035,0.411,2.53e-05,8,0.344,-8.125,1,0.039,172.983,3,0.6629999999999999,1,4
Los Cadetes De Linares,7glDTXJLzxQHl9UMlZ8894,Eres Mi Amor,0.465,0.715,178587,0.616,0.0,0,0.178,-5.682,1,0.0278,99.158,4,0.653,2,4
Los Cadetes De Linares,0NFAol91qAXWOa45l6moix,No Seas Ingrata,0.248,0.7390000000000001,151159,0.715,0.00201,8,0.0915,-6.682,1,0.0566,117.161,4,0.8079999999999999,2,4
Los Cadetes De Linares,7GKXI8uqEiefDqBmbYT5Jd,Una Lagina Mas (En Vivo),0.491,0.4629999999999999,150950,0.775,1.65e-05,5,0.0915,-0.964,1,0.0308,172.352,4,0.813,2,4
Los Cadetes De Linares,0fzsKsVBqtQXKkNWdvhlAC,Querer y Perder,0.407,0.494,173755,0.6409999999999999,0.0,5,0.046,-5.656000000000001,0,0.0268,101.43,4,0.622,0,1
LöKii,2tW7XAJxo9jmpTUhwD3Dx8,Lovers,0.0504,0.7440000000000001,197381,0.7170000000000001,0.00015,2,0.0868,-6.033,1,0.0371,100.012,4,0.6890000000000001,31,4
Au/Ra,5f8MRakUOa0AWFMAgIlxDR,Panic Room - Denis First & Reznikov Remix,0.0347,0.664,183886,0.975,0.00276,4,0.347,-2.006,0,0.1159999999999999,124.004,4,0.475,44,1
Cai Xu Kun,0C9XP9CGAqh9YoCcgSXh1T,Pull Up,0.0167,0.679,185810,0.7190000000000001,6.93e-06,8,0.157,-4.7010000000000005,1,0.0285,102.016,4,0.521,41,4
James Graham,2Fxh0IU0yxiJZwoqaHwjyo,A Song For You - The Four Performance,0.5329999999999999,0.285,198125,0.397,0.0,5,0.258,-7.731,1,0.0298,84.18299999999999,3,0.147,40,6
Cedric Gervais,5GRZMv7qGtyZEmtyHa5okO,Do It Tonight - Aston Lane Remix,0.000656,0.6890000000000001,126942,0.8759999999999999,0.611,2,0.583,-4.456,1,0.0531,121.028,3,0.484,20,0
E.T.,6QgBjHCgZBk3338R87y4G6,Givin' hope,0.0782,0.672,181818,0.792,0.0,1,0.32,-5.473,0,0.418,98.627,4,0.6659999999999999,31,5
Misha,4zUEkRmQVr7yqUTRn610wW,Bae,0.1119999999999999,0.843,139187,0.363,0.873,5,0.073,-14.02,0,0.0894,140.03,4,0.8109999999999999,42,1
Run The Jewels,6Eo1Oy3zjFAczhEh5o8BS1,Stay Gold feat. Gangsta Boo (Smiff & Cash Remix),0.0378,0.778,228493,0.556,0.0001189999999999,11,0.1689999999999999,-7.412999999999999,1,0.4529999999999999,144.08700000000002,4,0.284,42,5
Death Grips,5QvTwt6dr3ys7AzZJAKtPS,The Horn Section,0.157,0.317,91823,0.947,0.722,7,0.238,-9.437,1,0.1969999999999999,114.438,3,0.1939999999999999,41,0
NEIL FRANCES,0PgG1kcwpxVpLcpZxYAzk7,Ask Me Anything,0.252,0.635,207158,0.691,0.163,10,0.0856,-9.138,1,0.0296,94.968,4,0.213,46,1
Fabiana Palladino,3qI8ah8yCNJkO7pSGxNGaf,Shimmer,0.122,0.372,340384,0.542,0.0142,7,0.102,-10.912,1,0.0418,93.733,4,0.181,30,6
Chelsea Grin,51zTd1mTj1JMW5kfW2xaVS,The Wolf,0.00105,0.44,136900,0.985,0.0238,1,0.8370000000000001,-5.37,0,0.1169999999999999,100.078,3,0.128,45,0
San Holo,1MMSLlkDIYnSdDDnTkRFAZ,"Right Here, Right Now - Analogue Dear Remix",0.5489999999999999,0.4539999999999999,185533,0.5770000000000001,0.00025,2,0.121,-7.229,1,0.046,81.02600000000001,4,0.133,32,6
