artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,cluster_label
Marco Antonio Solís,1EpiP8aremFRd7s2OwNt3F,La Venia Bendita,0.132,0.503,193160,0.417,0.0,0,0.372,-5.817,1,0.0297,152.11700000000002,3,0.503,39,4
Los Bukis,2Bc0hvKnRSpLqUmKGqj8VN,Mi Fantasia,0.4629999999999999,0.759,205840,0.758,1.3699999999999998e-05,0,0.0563,-6.204,1,0.0318,126.342,4,0.96,37,4
Marco Antonio Solís,6fsZQjw9C88w0CEFo0Ndap,Nada Que Me Recuerde A Ti,0.2189999999999999,0.6729999999999999,207480,0.737,2.43e-05,9,0.223,-4.885,1,0.0738,159.847,4,0.887,38,4
Dimitri Vegas & Like Mike,52XF8QKWtFZ4e8ujIpPVQd,The Jungle,0.0834,0.588,144016,0.8370000000000001,0.0001149999999999,9,0.171,-6.04,1,0.563,155.09799999999998,4,0.131,51,5
Berner,3F8ZIh6W4UXWkaif0RSu8l,Damaged (feat. AZD),0.0017399999999999,0.733,199593,0.47,0.0,1,0.125,-12.405,1,0.282,84.738,4,0.4639999999999999,29,5
Baby Bash,284CcpsJqD4Jw4AostXN2Q,Where Dey At (feat. Paul Wall),0.0561,0.846,178000,0.7509999999999999,0.0,9,0.1119999999999999,-6.053,1,0.133,119.998,4,0.288,42,1
Ludwig van Beethoven,2CRVVW7mZyEPfYSTIQ58pk,"Symphony No. 1 in C Major, Op. 21: IV. Finale. Adagio - Allegro molto e vivace",0.871,0.4639999999999999,346013,0.2789999999999999,0.86,0,0.0793,-15.132,1,0.0569,73.85300000000001,4,0.5,11,2
Ludwig van Beethoven,0HSwKxuo6xC2I5Q3PRd0h4,"Symphony No. 2 in D Major, Op. 36: I. Adagio molto - Allegro con brio",0.8079999999999999,0.309,609827,0.178,0.8140000000000001,2,0.0572,-16.027,1,0.0349,87.00299999999999,4,0.184,10,2
Dolly Parton,5RwNCUpU7uIrMtSN79AqkC,The Last Word in Lonesome is Me (feat. Alison Krauss),0.619,0.5670000000000001,185867,0.357,0.0,4,0.0964,-9.385,1,0.0259,88.774,3,0.3279999999999999,33,6
Ludwig van Beethoven,2a9SsX0nbqngZPiScRiTX4,"Symphony No. 2 in D Major, Op. 36: III. Scherzo - Allegro",0.83,0.511,217840,0.104,0.773,2,0.159,-21.394,1,0.0397,146.079,3,0.665,9,2
Soulja Boy,6KdlwNwxV7SokNQLEIb4HF,Running This Like a Relay,0.294,0.738,226536,0.457,4.67e-05,8,0.14,-7.789,1,0.042,140.013,4,0.165,18,4
Armin van Buuren,6PiDyKu5PRVKiZksnkaIiz,Therapy - Super8 & Tab Remix,0.000459,0.415,161654,0.779,0.0036899999999999,2,0.2769999999999999,-6.365,0,0.0427,130.042,4,0.175,20,0
Soulja Boy,53meU8jcaTukPcMhOeg8sS,I Got the Recipe,0.59,0.725,125352,0.6509999999999999,0.0,5,0.12,-7.867000000000001,1,0.145,136.043,4,0.492,31,4
Capital Cities,6Ng7ih0nsCdS6q3WcJnnLW,Just Say When,0.0103,0.6859999999999999,191427,0.838,4.42e-05,5,0.231,-5.061,1,0.0375,93.991,4,0.773,0,4
Ludwig van Beethoven,1EjfCGPicAauZwnbFrTczK,"Egmont Overture, Op. 84 - Remastered",0.91,0.286,515000,0.125,0.758,5,0.095,-16.159000000000002,0,0.0418,82.975,3,0.0863,24,2
Ludwig van Beethoven,49dsda5KLwciK2dfiyMrnm,"Coriolan Overture, Op. 62 - Remastered",0.747,0.3289999999999999,518653,0.131,0.72,5,0.0972,-16.899,0,0.0412,77.249,4,0.187,12,2
Ludwig van Beethoven,22OVmV9fSnDnU5pFkHM34W,"Overture ""King Stephen"", Op. 117 - Remastered",0.8959999999999999,0.292,449733,0.265,0.902,3,0.0927,-16.029,1,0.0392,90.896,4,0.293,9,2
Ludwig van Beethoven,3Hh1k66PnYqlPgTAGsyNGO,"Leonore Overture No. 2, Op. 72a - Remastered",0.878,0.289,845320,0.0767,0.7020000000000001,0,0.111,-18.7,1,0.0445,126.227,4,0.0735,8,2
Ludwig van Beethoven,24MK0FBt4qirYcxVBJKH7j,"Leonore Overture No. 1, Op. 138 - Remastered",0.865,0.2739999999999999,554267,0.111,0.516,0,0.108,-17.54,1,0.0396,137.22299999999998,4,0.0859,8,2
Ludwig van Beethoven,6nxwI3HGfJy6l1IZSaZqnk,"Fidelio, Op. 72: Overture - Remastered",0.88,0.178,372213,0.238,0.7879999999999999,4,0.162,-15.765,1,0.0409,84.316,4,0.107,8,2
Soulja Boy,3kseexo0pf6OpQNcMRGvFq,Yeah Yeah,0.152,0.747,181512,0.523,5.99e-05,1,0.126,-11.513,1,0.134,81.96700000000001,4,0.411,18,4
Borgore,4Jmz0YFDDHtPkgmnL4mrAH,Elefante,0.0719,0.7929999999999999,213750,0.828,0.0279,4,0.0697,-2.866,1,0.0379,127.949,4,0.0631,43,4
Aloe Blacc,5MztpCWnilV2kqWSIn3tFo,Brooklyn In The Summer - Manatee Commune Remix,0.0779,0.596,206000,0.8,0.0,5,0.359,-2.134,1,0.4539999999999999,120.086,4,0.611,34,5
RudeManners,35lPyd5DGbxHt3Ghhp6TTh,Miracle Fruit,0.39,0.6890000000000001,123871,0.593,0.4579999999999999,1,0.1169999999999999,-7.802,0,0.0437,92.99,4,0.93,22,4
DJ Khaled,43V0M25s38QirpBlSJf6qU,I Believe,0.176,0.355,225013,0.631,0.0,6,0.291,-8.578,0,0.111,175.831,4,0.331,8,0
American Authors,2oDGgviP0a8oDhl23gFx1X,Deep Water - The Floozies Remix,0.172,0.8079999999999999,236187,0.627,0.00247,7,0.122,-8.703,0,0.259,125.032,4,0.341,36,1
Aloe Blacc,7xxAbFOXPxJHbWN4uRGvbs,Brooklyn In The Summer - Steve Smart Remix,0.0467,0.7609999999999999,215559,0.885,0.000486,5,0.113,-3.195,1,0.0531,119.998,4,0.8079999999999999,25,4
Aloe Blacc,3DaiG61lhYsuDZACmSdhPF,Brooklyn In The Summer - Tobtok Remix,0.00245,0.8,228430,0.634,1.97e-05,5,0.0545,-5.816,1,0.0484,121.982,4,0.7909999999999999,18,4
Aloe Blacc,3aSYklmcP3yysDks6LIYPr,Brooklyn In The Summer - Basement Mix by RARG,0.113,0.7709999999999999,212327,0.583,0.0,5,0.308,-6.109,1,0.467,116.0,4,0.66,14,5
Aloe Blacc,31Thphl5Mbq9pWVnkBBuym,Brooklyn In The Summer - Stoop Mix By Eliot Bohr,0.0127,0.852,208339,0.599,1.54e-06,5,0.184,-5.894,1,0.1169999999999999,120.031,4,0.294,20,4
Aloe Blacc,6bwTuNxmVEOQw0dXdmgLjC,Brooklyn In The Summer - Rooftop Mix By Aloe Blacc,0.13,0.7829999999999999,240130,0.76,0.0,5,0.342,-5.29,1,0.157,119.978,4,0.589,22,4
Haley Georgia,1ar6NPNjY2RAsVJgz5Cpq4,Them Boots,0.0132,0.6940000000000001,183028,0.6940000000000001,0.000793,7,0.0725,-7.66,0,0.0245,108.976,4,0.722,27,1
The Wombats,0TpV13PcgLmcQdQ3oUQ4Xg,Cheetah Tongue - Benson Remix,0.0252,0.83,218488,0.794,0.000123,9,0.0669,-4.226,1,0.0944,120.015,4,0.331,32,4
Aloe Blacc,2QF2M5rnEd3ftgEykLw5lh,Brooklyn In The Summer - Nathan Jain Midnight Remix,0.00106,0.76,199024,0.662,0.00144,0,0.0653,-5.519,1,0.0358,123.018,4,0.387,19,4
Aloe Blacc,1iK9HyMXgDlLPWxS9Y9bO6,Brooklyn In The Summer - Arkadi Remix,0.0246,0.6970000000000001,188610,0.716,0.0,5,0.374,-5.484,1,0.113,103.4,3,0.652,17,4
Relber & Allan,2OWuA0oe03VQ8xLyTTyILR,Acabou de Acabar - Ao Vivo,0.743,0.718,200213,0.799,0.0,7,0.688,-3.889,1,0.0353,110.889,4,0.568,18,0
Baby Bash,4VcCmC23o4gIosUSes3w9h,Mula (feat. Jon Z),0.0808,0.804,179400,0.481,0.0,5,0.11,-8.822000000000001,0,0.346,159.918,4,0.499,36,5
Caamp,7cpz6hJMwGp4WWupErggGk,Song for a Friend,0.763,0.524,198101,0.3879999999999999,0.0478,7,0.316,-10.809,1,0.0296,128.145,4,0.648,41,6
GFTD,7s6HOkyaGYHGvXHDmIFxks,Becky Becky,0.524,0.726,214722,0.795,0.0,9,0.198,-6.638,0,0.2269999999999999,89.97200000000001,4,0.757,1,1
Kimberly Dawn,4frk47CoA6ZtjdPFhjt35Y,Cadillac Lovers,0.0328,0.607,178310,0.875,0.0,2,0.0909,-4.368,1,0.0636,141.994,4,0.68,2,4
Manchester Orchestra,0WJajX63hiBfPrAtTzW20I,I Know How To Speak - Acoustic Version,0.888,0.473,312480,0.218,7.43e-05,11,0.113,-14.469,1,0.0296,149.078,4,0.389,36,6
Baby Bash,72zDCy5pCt1EkYbZTMcQmg,Own Lane (feat. Marty Obey),0.0117,0.421,201853,0.679,0.0,7,0.293,-5.287999999999999,1,0.304,66.934,3,0.57,25,0
MAJ,5Q8JcnGUoVscB56cpfyD2E,The Heartbreak,0.4,0.578,127419,0.485,0.152,0,0.11,-13.324000000000002,0,0.0424,155.093,4,0.243,0,6
DJ Probe,2ktFm52yonT3DRPWpwKTrO,"City Life, Pt. 2",0.907,0.413,32000,0.198,0.92,0,0.145,-9.859,1,0.0598,164.597,5,0.6459999999999999,26,6
AWOLNATION,5dZEa80XztJWikmGFNRF6g,Passion - Highsociety Remix,0.00315,0.534,274785,0.947,0.0018,1,0.298,-3.51,1,0.126,75.03699999999999,4,0.335,37,4
Regular Marcus,0yz2EY3CkwBWeKBjodpzwY,Ride (feat. Felix Snow),0.479,0.7390000000000001,174222,0.511,0.00504,6,0.206,-7.033,1,0.0918,135.01,4,0.379,26,4
teddy<3,2nCyWA5XFmMKKTL7aiGOzh,I Was in a Cult,0.0511,0.61,183280,0.674,8.13e-05,7,0.0978,-6.46,1,0.0435,110.947,4,0.752,25,4
High John,2ollqCzJQ491KGIQAQLRWU,Jazz Cafe,0.828,0.725,61277,0.361,0.903,2,0.113,-14.261,1,0.0649,94.008,4,0.521,30,6
Zallow Chance,6dlSVjeTG78s5qH0qoclTu,Star Smiles,0.938,0.118,160000,0.498,0.889,0,0.206,-6.132999999999999,0,0.047,45.212,4,0.344,0,2
Zallow Chance,3YeGSh1Lwcs4yUkheEDYlZ,The Smile,0.856,0.66,148689,0.645,0.455,5,0.107,-4.031000000000001,1,0.0414,136.333,5,0.615,0,4
Jupitar,3g7yuzJN7OJhAqQ1CY4gzC,Kerela,0.001,0.812,144405,0.6609999999999999,0.948,1,0.188,-7.987999999999999,1,0.0622,123.002,4,0.597,0,4
S I M,1oQD23mITtKyx8zPDWH0MI,Dill Pickles,0.302,0.496,138031,0.55,0.8109999999999999,6,0.254,-3.404,1,0.251,174.237,4,0.851,35,4
Baby Bash,2B0zFaxBYTZHNtb9ZQvNX5,On My Own (feat. Louie Loc & Jon Z),0.0202,0.931,249760,0.574,9.19e-06,2,0.0956,-7.341,1,0.135,140.015,4,0.46,32,4
Nick Broadhurst,64LO6MAuASpf2QeTm9GBFQ,Open Wide,0.44,0.612,241506,0.4039999999999999,0.0015,8,0.104,-8.869,0,0.0285,114.982,4,0.0956,11,1
Baby Bash,1i8VXwAY4vfA7KVF1b3jnj,No Fumble,0.0436,0.7859999999999999,137533,0.632,0.000482,1,0.2769999999999999,-6.045,1,0.0594,94.002,4,0.255,39,4
Matt Nathanson,5y3HyzqdypXCRFz2V8OpOF,Way Way Back,0.294,0.602,223507,0.708,0.0,10,0.122,-4.553,1,0.0558,151.186,4,0.389,0,4
Nine Inch Nails,5wt1PmsOAfMohbdSyBdhMV,Play the Goddamned Part,0.154,0.59,291387,0.722,0.812,2,0.0832,-8.003,1,0.0383,152.086,4,0.392,42,4
Hrtbrkr/Hrtbrkn,18AixjdTesCp4wtDSAbN0P,Trust,0.654,0.659,167400,0.682,0.0,1,0.154,-11.369000000000002,0,0.2239999999999999,132.19299999999998,4,0.853,1,5
WESLEY,477OiDc877u5g9WLqQhVuR,REMEDY,0.0279,0.631,198460,0.6609999999999999,0.0,2,0.242,-6.601,1,0.0299,142.017,4,0.498,38,4
Baby Bash,3m5wtl23esVctY2peoGOmx,Playamade Mexican (feat. Simes Carter),0.00577,0.735,227920,0.56,0.0,2,0.118,-6.329,1,0.0427,129.906,4,0.108,20,4
Braden Barrie,4qf5jcAjxftsPLx6tRjHDd,My House,0.00829,0.635,232767,0.696,1.76e-06,8,0.276,-6.507999999999999,1,0.0479,111.988,4,0.368,24,4
James Barre,6TgPvq4QubSFD1iIsIzFbd,Lights Gone Out,0.13,0.6890000000000001,173403,0.792,0.0,1,0.0536,-3.729,0,0.0594,96.939,4,0.597,20,4
Baby Bash,5YQcessAOBLI6Dw5Fc09qV,Legendary (feat. Dat Boi T & Ruben Moreno),0.00258,0.629,284253,0.748,0.0,7,0.0495,-6.013,0,0.0749,136.30200000000002,4,0.471,22,1
LaShawn the Lyricist,0PWlQq8Kt4hZMOsU2Qc5JL,Never Worried,0.307,0.77,123730,0.764,7.2000000000000005e-06,2,0.2,-7.086,1,0.26,155.06799999999998,4,0.466,42,4
ODESZA,1rAoM0a5p3avDyJ0QqwL0n,Across The Room - Groove Armada Remix,0.00156,0.5429999999999999,240384,0.972,0.305,6,0.0559,-5.284,1,0.0571,124.032,4,0.37,31,4
Baby Bash,3vjryBgohIX3GgOj4devs1,Monkey Shit (feat. Merc100Man),0.00145,0.914,222307,0.664,1.12e-06,11,0.294,-6.102,0,0.213,139.95600000000002,4,0.7609999999999999,18,1
Baby Bash,4RpymFllpjhE9Fb9AkuLzs,Caballero (feat. GT Garza & Don Chino),0.0214,0.718,232987,0.6679999999999999,0.0,6,0.292,-7.282,0,0.0561,149.98,4,0.525,20,1
Baby Bash,7u2ZvmASYpnQpFcPFkYS5q,If It Ain't Playamade,0.3429999999999999,0.8170000000000001,135213,0.752,0.0,5,0.0701,-4.901,1,0.173,97.039,4,0.85,21,4
Sleepwalkers,7hDYS0v5rXc2BC6e7UZXUF,Wake Up,0.00122,0.5429999999999999,222387,0.8290000000000001,0.0397,11,0.0863,-4.97,1,0.0569,151.936,4,0.519,24,1
Tev Woods,4k3FiVKHqDmAIK0P2EkfKb,Lost in TIme,0.604,0.5710000000000001,180075,0.4589999999999999,0.0084099999999999,5,0.126,-11.581,1,0.0656,100.89,4,0.0821,0,6
American Authors,4MuDrlOoTDSIzqCqII9AJi,Deep Water - Acoustic,0.057,0.6579999999999999,193093,0.525,0.0,10,0.0993,-5.361000000000001,1,0.0304,124.817,4,0.34,45,1
SOPHIE,1cYvs9fP9Lh2bRqXdPFF9u,Is It Cold In The Water?,0.000781,0.233,212213,0.39,0.0002279999999999,0,0.141,-6.943,0,0.0336,159.667,4,0.0565,40,0
Baby Bash,2lKDIICqsJdljBXpXoKsqj,Brain Game (feat. Mister Shadow),0.143,0.769,208147,0.769,0.0,7,0.186,-8.227,0,0.3279999999999999,82.973,4,0.878,20,5
I Do,2kFO8PgGgB308QNqsLcov1,Woke Up In Kingston,0.119,0.69,175136,0.6940000000000001,0.0,4,0.075,-4.288,0,0.318,131.666,5,0.318,38,5
Walker Burroughs,0iPk2dzMb0F5QjQMrkGM6H,The Moon Song,0.929,0.4679999999999999,288375,0.114,4.07e-06,5,0.0995,-17.133,1,0.0334,78.601,4,0.153,47,6
Seven Lions,569BGSWQapYD8Niuy67Cal,After Dark - Edit,0.00316,0.5579999999999999,229859,0.976,0.38,1,0.166,-3.906,0,0.125,142.003,4,0.301,57,1
Baby Bash,53WCL0UiJr7qijTs3Jm2FU,Mob Wit Ya Boy,0.244,0.7709999999999999,173587,0.414,1.25e-05,5,0.1009999999999999,-7.25,0,0.1689999999999999,83.98700000000001,4,0.358,34,1
Death Cab for Cutie,37WRUXGlvTeuyp0ZJmVswB,Gold Rush (feat. Trooko) - Trooko Remix,0.000665,0.532,298531,0.672,0.00461,5,0.2789999999999999,-8.726,1,0.0445,160.77700000000002,4,0.295,33,4
Punch Brothers,1UoahgkT3qo2MDrHypU6x0,The Gardener,0.927,0.531,299307,0.0727,0.0302,2,0.1169999999999999,-18.902,1,0.0345,109.1,3,0.106,36,2
Baby Bash,1SzUX2ZM5VWQtm5E81qJBI,Swole (feat. Bun B & Laryss),0.131,0.815,204263,0.649,0.0,8,0.0941,-6.379,0,0.278,91.997,4,0.625,19,1
Ōrudouboi,4wP6eTemehGCdedFpkBIgF,Ochiru,0.409,0.835,111567,0.3829999999999999,0.0925,8,0.145,-12.608,1,0.182,142.02200000000002,4,0.655,18,5
Manchester Orchestra,7hL5QjJJkVblujQfMWwzua,I Know How To Speak - Instrumental,0.0016899999999999,0.516,360173,0.611,0.655,11,0.0892,-9.817,1,0.0285,150.028,4,0.247,26,1
Atmosphere,5uBZxBHbicVJLHh10jz4UE,The Number One,0.6629999999999999,0.611,218613,0.845,0.0,7,0.672,-5.384,1,0.1009999999999999,95.083,4,0.585,38,0
Aazar,73nmuIBhNPu54aC6wWBxpK,Da Vinci,0.0464,0.7759999999999999,161905,0.64,0.00191,4,0.46,-10.494000000000002,1,0.32,126.08,4,0.136,45,5
First Aid Kit,0tiQwGcxR0W5E7jLqbK3iA,Fireworks - Recorded at Spotify Studios Stockholm,0.228,0.256,277040,0.258,1.15e-05,8,0.172,-9.137,1,0.0322,173.688,3,0.19,58,6
Zami,01tO8rx2P90kkQjc3yFDJV,Limit,0.03,0.816,209243,0.67,0.0,7,0.149,-6.275,1,0.244,155.96200000000002,4,0.145,1,5
Lily Allen,0258EtxjiL6jPMPcqyVSEQ,Come On Then,0.0261,0.52,191400,0.629,0.0,1,0.125,-10.321,1,0.179,143.961,4,0.32,50,4
Real Friends,2ommDNcRIOpe34BCHama0o,Ripcord,0.00275,0.4529999999999999,199413,0.947,0.0,7,0.0188,-3.898,1,0.0561,172.987,4,0.69,40,4
LV,1alBzdKkD63FccqsRO4ArR,How Do You Want IT,0.0438,0.742,194506,0.536,0.0,11,0.0575,-8.584,0,0.0804,92.009,4,0.499,0,1
Melii,18I7Hw2UykAUdVk3ko72JY,Charlie's Line,0.0452,0.769,216735,0.619,0.0,0,0.271,-5.024,0,0.0414,124.055,4,0.0788,38,1
Atmosphere,206Rm3kYa1AKyJBd06VSjf,Don't Forget,0.0232,0.884,227573,0.532,0.0,5,0.27,-5.5120000000000005,1,0.201,93.936,4,0.5720000000000001,32,4
Pardon My Take,3Bai5lobQIw0tGsMRaUWqV,Drink Paint,0.132,0.8859999999999999,128052,0.7140000000000001,0.0,8,0.28,-10.741,1,0.35,97.503,4,0.597,33,5
Freeway,50I26hs0QlKos1s4c2kYi5,Blood Pressure,0.0236,0.81,214467,0.519,0.0,1,0.126,-9.899,1,0.304,94.035,4,0.131,38,5
Atmosphere,5SbwLf2EvFbFWJxrWy1lfa,RFTC,0.0537,0.846,196267,0.773,0.0,3,0.192,-4.288,0,0.0792,99.032,4,0.6629999999999999,36,1
Punch Brothers,1Jdv4D4oR8XxGKGFn5Wd8o,Jungle Bird,0.918,0.405,236653,0.4539999999999999,0.768,4,0.1119999999999999,-13.345,1,0.0429,147.553,4,0.547,37,6
Cookin Soul,64kgpFht771G8tH4P1nDoo,Where's My Sunscreen,0.27,0.725,101647,0.73,0.845,11,0.107,-3.625,0,0.126,170.063,4,0.22,30,1
Aja9,52AbMp20rMv5g1aRUS19B0,Treat Yo'Self,0.0861,0.637,165000,0.747,0.0,9,0.265,-3.792,1,0.3429999999999999,175.957,4,0.422,19,5
G Mills,4Lmr8FBZaUWHfuBqZI0aJ5,Fill Collins,0.953,0.73,50449,0.3339999999999999,0.912,8,0.0849,-10.447,0,0.362,81.137,4,0.8290000000000001,18,5
Jim James,2v96SpFC6LS53llretL3kN,No Secrets,0.326,0.452,292533,0.6729999999999999,0.000126,11,0.0986,-6.037000000000001,1,0.0329,112.05,4,0.29,39,1
Arcade Fire,6WNOPYOumXtgNKlknSrsrr,Put Your Money on Me - Steve Mackey Remix,0.7290000000000001,0.4589999999999999,318537,0.537,0.00252,7,0.309,-9.686,1,0.0356,122.999,4,0.149,37,6
Jon Cozart,2hUQlFWJ36sKEgNsDlTD1M,After Ever After 3,0.4479999999999999,0.414,321254,0.487,0.0,9,0.106,-7.487,1,0.0642,98.22,4,0.54,45,6
Nokiaa,0Tw8aZw692I16mOXy9B2Bk,Minds,0.965,0.419,101053,0.27,0.7659999999999999,9,0.107,-14.025,0,0.257,77.24,4,0.173,23,2
Zaytoven,4PNRRk5zVbJrUz6mfD4Ev0,Wake Up & Cook Up,0.0986,0.847,215063,0.716,3.92e-06,9,0.359,-3.517,0,0.0413,130.011,4,0.346,38,1
Atmosphere,4fffDQQF0q6PPqLp5trRhb,Mattress,0.102,0.8270000000000001,215080,0.8,0.0,6,0.0935,-4.663,1,0.123,108.936,4,0.818,30,4
Unearth,5fF5Q1Oxe4KLRCxgVqPWjL,Incinerate,0.0004969999999999,0.184,239434,0.991,0.0,10,0.1009999999999999,-2.6860000000000004,1,0.208,165.06900000000002,4,0.0933,32,0
Tchami,6MaN3QHBcPpSRujk0uUTbS,My Place (feat. Reece),0.0021,0.685,256662,0.805,0.747,4,0.296,-5.617999999999999,0,0.0706,128.034,4,0.331,47,1
Punch Brothers,0sCwTbzuBBNlm31DAdtrh1,Like It's Going Out of Style,0.948,0.625,313613,0.183,0.206,7,0.1,-19.031,1,0.0397,131.852,4,0.385,38,6
SHINee,1b2DXzL03cToFUhTwHX9lB,Undercover,0.118,0.75,190556,0.612,0.0,0,0.0494,-5.763999999999999,0,0.142,127.795,4,0.83,42,4
Aaron Cole,1QamZFjN5GRpotDrepwlPz,Off My Back,0.0361,0.784,202670,0.69,4.39e-06,1,0.0797,-5.988,1,0.0351,134.94799999999998,4,0.358,40,4
Veronica Verse,3ljBTJ8Hgj3gfXUBtLc8kU,Red Signs,0.000299,0.675,64014,0.767,0.7170000000000001,5,0.103,-10.707,0,0.0369,120.081,4,0.962,4,1
I'm With Her,2es17WUR55CXoDIcKtT0eZ,Hannah Hunt - Recorded At Spotify Studios NYC,0.8690000000000001,0.706,278611,0.109,5.53e-05,9,0.298,-14.592,1,0.0312,103.927,4,0.243,48,6
Ben Howard,6pmI8T6gylas6bM0P1GELa,The Defeat,0.0583,0.406,353280,0.653,0.627,0,0.111,-8.879,1,0.0384,89.094,4,0.118,49,6
Miya Folick,6cUG2QCVgnKzNmy5znwdu6,Stock Image,0.00889,0.58,232994,0.6729999999999999,1.39e-05,2,0.207,-6.749,1,0.0347,90.014,4,0.315,1,4
Kylie Rothfield,3ou2xqbCMLsisyPDGl1OBm,Newport,0.727,0.381,229756,0.425,0.00248,10,0.0838,-12.533,1,0.0582,163.829,4,0.346,32,6
ØDYSSEE,6ANlZBvxm6BGfCbPsFp1VI,High at the Coktail,0.324,0.644,85775,0.722,0.892,5,0.0895,-4.872,0,0.0787,89.51899999999999,4,0.769,47,1
The Internet,4x17P3F67cUBat3J1YRgNh,Come Over - Radio Edit,0.0507,0.764,219440,0.64,0.434,8,0.0969999999999999,-7.423999999999999,1,0.0388,92.0,4,0.701,42,4
Dannic,6jwnWzSkkynFlVBGL4LyX1,Falling In Love (SOS) [feat. Polina Griffith],0.00227,0.546,211220,0.955,0.0001909999999999,1,0.33,-3.094,1,0.0338,126.958,4,0.58,58,4
Tash,1ses97gUxCc7U5fEg5vHYt,Softly,0.0599,0.7240000000000001,229001,0.77,1.19e-05,3,0.25,-4.78,0,0.0491,91.023,4,0.794,40,1
Atmosphere,2JEMABryOHPsKcVuSccUQH,Peyote,0.079,0.785,184427,0.6859999999999999,0.0,10,0.238,-3.756,0,0.256,93.956,4,0.8190000000000001,29,1
Jazz Cartier,6HKmRDdB3jMYRrd8TfFsKM,• GODFLOWER,0.0269,0.6459999999999999,180227,0.823,2.52e-05,10,0.111,-4.845,0,0.0445,74.993,4,0.325,42,1
BluntOne,56ir9LGNYpV3O4U5ShDvn9,Ghost Train Haze,0.5489999999999999,0.5660000000000001,113468,0.125,0.5429999999999999,11,0.125,-9.77,0,0.136,128.428,5,0.524,50,1
Natalie,6E1uX1WP8VtxXfHz99RjGQ,Blue Jungle,0.412,0.7290000000000001,144906,0.299,0.0,7,0.0739,-14.621,0,0.131,106.077,4,0.4639999999999999,31,6
Atmosphere,3tkbFnl8hx1hJSN7ZxoyVC,The Rooster,0.7020000000000001,0.765,250800,0.579,1.02e-06,1,0.0875,-5.159,1,0.14,86.911,4,0.61,30,4
Half the Animal,5gGlNj9R3q1bOi9fWUX4fv,Too Late,0.000386,0.416,187496,0.948,0.0,2,0.108,-4.853,1,0.129,160.06,4,0.562,43,4
The New Respects,1Qiws53HUaRgJjrknQVu8S,Before The Sun Goes Down,0.103,0.752,171507,0.716,0.0,7,0.077,-3.0380000000000003,1,0.0334,104.938,4,0.721,26,4
Dustin Tebbutt,6SGTlXM3iSWNMPhomntCGm,Love Is Blind,0.5770000000000001,0.5670000000000001,231763,0.449,0.3,2,0.1159999999999999,-13.42,1,0.0401,77.967,4,0.444,34,6
Wet,5OJcGFUljtO5dhLN5M4IBL,This Woman Loves You,0.8590000000000001,0.61,203373,0.456,5.26e-06,11,0.155,-8.295,1,0.0481,129.907,4,0.258,45,6
Fetty Wap,016t2vLrdV84ITL7SPgyhy,Hit Some Corners,0.0334,0.81,188874,0.607,0.0,9,0.0892,-4.519,1,0.204,101.037,4,0.514,40,4
Rudimental,1SImfatDnwyuiWtoDF1Zz9,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - DJ Premier Remix",0.0642,0.785,223283,0.562,0.0,7,0.0365,-6.183,1,0.0506,91.974,4,0.774,44,4
Black Thought,0QEc18ly7V4mcNb1rDPDK7,Making A Murderer,0.161,0.56,272911,0.954,0.0,7,0.3429999999999999,-3.444,1,0.3339999999999999,177.59,4,0.532,38,5
JayKode,1JQaHrN8PMo7n87IXeoifv,Careful,0.106,0.562,194000,0.684,0.0,7,0.119,-4.782,0,0.0473,90.01,4,0.4429999999999999,49,1
Wifisfuneral,6uOoCzhI0HvAcR6yRgJGM7,Loading Withdrawals,0.406,0.846,123429,0.348,0.0,4,0.109,-8.538,0,0.471,139.986,4,0.312,41,5
Brandi Carlile,33ZIaxsct3MDc0oSPxgY76,Hallelujah - Recorded at Spotify Studios NYC,0.905,0.288,346397,0.18,0.0,7,0.159,-10.987,1,0.0403,88.054,3,0.2019999999999999,49,6
Pandrezz,4FJQgzmWXgmYPvlmi8dg85,Takin' You For A Ride,0.629,0.8109999999999999,141187,0.406,0.845,7,0.107,-9.418,0,0.0458,92.097,4,0.367,50,6
Taylor Bennett,23E3EDc2LFJnzmNNkOCE7e,Hype me Up,0.289,0.711,162120,0.584,0.0,8,0.128,-7.872999999999999,1,0.157,106.985,4,0.2689999999999999,37,4
Dalex,07Pvy9Yn0FAe3gru02HHd6,Puesto pal' Millón,0.3429999999999999,0.718,204343,0.7070000000000001,0.0001189999999999,5,0.307,-6.509,0,0.1639999999999999,174.972,4,0.358,33,1
R+R=NOW,48Fbw0y8ofNfTHmuezhNPm,Colors In The Dark,0.223,0.37,288564,0.542,0.545,1,0.103,-10.366,1,0.0387,121.716,4,0.142,33,6
SEUNGRI,1NwrPeOW1AlJekfKz4KydQ,MOLLADO,0.209,0.89,197585,0.805,0.0,7,0.0928,-3.898,1,0.0487,125.0,4,0.946,48,4
Atmosphere,60R56iFRO0UW1xSjSrO1oC,Lyndale Avenue User's Manual,0.0882,0.862,155413,0.5870000000000001,8.28e-06,6,0.295,-5.528,0,0.105,95.026,4,0.732,29,1
